map_id	positions	path	name	passive_ids	special_objects	object_classes	dungeons	known_dungeon_53
1012	4	map/GrakKarak/1012.map	PVP无名	[249 250]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=7(ownership)	false
1013	4	map/GrakKarak/1013.map	PVP无名	[261 301 302 1017]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=7 level=12 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=7(ownership)	false
1014	4	map/GrakKarak/1014.map	PVP无名	[249 250 263 301 302]	object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=7 level=13 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
1015	4	map/GrakKarak/1016.map	PVP无名	[249 250 301 302 306]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=7 level=12 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
1018	4	map/GrakKarak/1019.map	PVP无名	[249 250 261 301 302]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=7(ownership)	false
1020	4	map/GrakKarak/1023.map	PVP无名	[249 261 262 264 301 302]	object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=7(ownership)	false
1021	4	map/GrakKarak/1024.map	PVP无名	[249 250 261 301 302]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=7(ownership)	false
1022	4	map/GrakKarak/1025.map	PVP无名	[249 250 301 302]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=7(ownership)	false
1023	4	map/GrakKarak/1026.map	PVP无名	[249 250 302]	object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=7(ownership)	false
1025	4	map/GrakKarak/1028.map	PVP无名	[249 250 301 306]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=5 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=13 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
1026	4	map/GrakKarak/1029.map	PVP无名	[249 250 261 302 306]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
1031	4	map/GrakKarak/b1005.map	PVP无名	[249 250]	object=1015 -> monster=7 level=12 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=7(ownership)	false
1205	4	map/GrakKarakBurning/1202.map	PVP无名	[7 221 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1206	4	map/GrakKarakBurning/1203.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1207	4	map/GrakKarakBurning/1204.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1208	4	map/GrakKarakBurning/1205.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=5/scripted=0/other=0	dungeon=8(ownership)	false
1210	4	map/GrakKarakBurning/1207.map	PVP无名	[7 221 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=2/scripted=0/other=0	dungeon=8(ownership)	false
1211	4	map/GrakKarakBurning/1209.map	PVP无名	[7 221 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1212	4	map/GrakKarakBurning/1210.map	PVP无名	[7 221 222 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1213	4	map/GrakKarakBurning/1211.map	PVP无名	[7 221 222 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1214	4	map/GrakKarakBurning/1212.map	PVP无名	[7 221 231 262 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=5/scripted=0/other=0	dungeon=8(ownership)	false
1215	4	map/GrakKarakBurning/1213.map	PVP无名	[7 221 231 303]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1216	4	map/GrakKarakBurning/1214.map	PVP无名	[7 221 231 263]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1217	4	map/GrakKarakBurning/1215.map	PVP无名	[7 221 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1218	4	map/GrakKarakBurning/1216.map	PVP无名	[7 221 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1219	4	map/GrakKarakBurning/1217.map	PVP无名	[7 221 222 231]	object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1220	4	map/GrakKarakBurning/1218.map	PVP无名	[7 221 222 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1221	4	map/GrakKarakBurning/1219.map	PVP无名	[7 221 222 231 301 302 306]	object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=6/scripted=0/other=0	dungeon=8(ownership)	false
1222	4	map/GrakKarakBurning/1220.map	PVP无名	[7 221 222 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1223	4	map/GrakKarakBurning/1222.map	PVP无名	[7 221 222 231]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1224	4	map/GrakKarakBurning/1224.map	PVP无名	[7 221 222 231]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1225	4	map/GrakKarakBurning/1226.map	PVP无名	[7 221 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1226	4	map/GrakKarakBurning/1227.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1227	4	map/GrakKarakBurning/1228.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1228	4	map/GrakKarakBurning/1229.map	PVP无名	[7 221 231 302 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=5/scripted=0/other=0	dungeon=8(ownership)	false
1230	4	map/GrakKarakBurning/1231.map	PVP无名	[7 221 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=2/scripted=0/other=0	dungeon=8(ownership)	false
1231	4	map/GrakKarakBurning/1233.map	PVP无名	[7 221 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1232	4	map/GrakKarakBurning/1234.map	PVP无名	[7 221 222 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1233	4	map/GrakKarakBurning/1235.map	PVP无名	[7 221 222 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1234	4	map/GrakKarakBurning/1236.map	PVP无名	[7 221 231 262 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=5/scripted=0/other=0	dungeon=8(ownership)	false
1235	4	map/GrakKarakBurning/1237.map	PVP无名	[7 221 231 303]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1236	4	map/GrakKarakBurning/1238.map	PVP无名	[7 221 231 264]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1237	4	map/GrakKarakBurning/1239.map	PVP无名	[7 221 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1238	4	map/GrakKarakBurning/1240.map	PVP无名	[7 221 303]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1239	4	map/GrakKarakBurning/1241.map	PVP无名	[7 221 222 231 301 302]	object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=5/scripted=0/other=0	dungeon=8(ownership)	false
1240	4	map/GrakKarakBurning/1242.map	PVP无名	[7 221 222 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1241	4	map/GrakKarakBurning/1243.map	PVP无名	[7 221 222 231 301 302 306]	object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=6/scripted=0/other=0	dungeon=8(ownership)	false
1242	4	map/GrakKarakBurning/1244.map	PVP无名	[7 221 222 231 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=4/scripted=0/other=0	dungeon=8(ownership)	false
1243	4	map/GrakKarakBurning/1246.map	PVP无名	[7 221 222 231]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=7 level=15 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1244	4	map/GrakKarakBurning/1248.map	PVP无名	[7 221 222 231]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=3/scripted=0/other=0	dungeon=8(ownership)	false
1245	4	map/GrakKarakBurning/b1201.map	PVP无名	[7 222 231 263 301 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=7/scripted=0/other=0	dungeon=8(ownership)	false
1246	4	map/GrakKarakBurning/b1202.map	PVP无名	[7 221 222 231 264 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=6/scripted=0/other=0	dungeon=8(ownership)	false
1247	4	map/GrakKarakBurning/b1203.map	PVP无名	[7 221 222 231 263 301 302]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=6/scripted=0/other=0	dungeon=8(ownership)	false
1248	4	map/GrakKarakBurning/b1204.map	PVP无名	[7 222 231 264 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=6/scripted=0/other=0	dungeon=8(ownership)	false
1249	4	map/GrakKarakBurning/b_quest01.map	PVP无名	[7 222 231 263 301 303 306]	object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=1/declared=7/scripted=0/other=0	dungeon=8(ownership)	false
1404	4	map/MirkwoodFrost/e1402.map	PVP无名	[8 9 221 281]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=2/scripted=0/other=0	dungeon=9(ownership)	false
1405	4	map/MirkwoodFrost/n1401.map	PVP无名	[8 9 231 283]	object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=9(ownership)	false
1406	4	map/MirkwoodFrost/n1402.map	PVP无名	[8 9 283]	object=221 -> monster=5 level=12 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=2/scripted=0/other=0	dungeon=9(ownership)	false
1407	4	map/MirkwoodFrost/n1403.map	PVP无名	[8 9 221]	object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=2/scripted=0/other=0	dungeon=9(ownership)	false
1409	4	map/MirkwoodFrost/n1405.map	PVP无名	[8 9 221]	object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=9(ownership)	false
1412	4	map/MirkwoodFrost/h1402.map	PVP无名	[8 9 286]	object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=7 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=9(ownership)	false
1413	4	map/MirkwoodFrost/h1403.map	PVP无名	[8 9 221 231]	object=221 -> monster=10 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=9(ownership)	false
1415	4	map/MirkwoodFrost/h1405.map	PVP无名	[8 9 221 282]	object=221 -> monster=5 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=9(ownership)	false
1416	4	map/MirkwoodFrost/h1406.map	PVP无名	[8 9 221 231 282 286]	object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=8 level=11 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=5/scripted=0/other=0	dungeon=9(ownership)	false
2803	4	map/SunderlandDark/n2801.map	PVP无名	[221 292]	object=221 -> monster=210 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=18 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=1000(ownership)	false
2804	4	map/SunderlandDark/n2802.map	PVP无名	[221 292]	object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=16 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=16 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=1000(ownership)	false
2808	4	map/SunderlandDark/h2801.map	PVP无名	[247 248 261 293]	object=221 -> monster=210 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=16 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=1000(ownership)	false
2809	4	map/SunderlandDark/h2802.map	PVP无名	[247 248 261 291]	object=221 -> monster=210 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=210 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=17 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=1000(ownership)	false
2811	4	map/SunderlandDark/h2804.map	PVP无名	[221 292 293]	object=221 -> monster=210 level=18 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=1000(ownership)	false
2812	4	map/SunderlandDark/h2805.map	PVP无名	[251 252 254 255 257 1008 1010]	object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=1000(ownership)	false
2814	4	map/SunderlandDark/h2807.map	PVP无名	[221 296]	object=221 -> monster=12 level=18 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=18 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=1000(ownership)	false
2815	4	map/SunderlandDark/h2808.map	PVP无名	[221 293 1011 3001 3003]	object=221 -> monster=5002 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=1000(ownership)	false
2822	4	map/SunderlandDark/h2815.map	PVP无名	[221 292 1011 1012 3000 3002 3003 3004 3005 3006]	object=221 -> monster=210 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=210 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=1000(ownership)	false
2827	4	map/SunderlandDark/b2802.map	PVP无名	[221 247 248 292]	object=221 -> monster=210 level=1 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=1000(ownership)	false
3006	4	map/OuterWall/n3002.map	PVP无名	[317 318 319 320 321 322 323 770 771]	object=771 -> monster=250 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj; object=771 -> monster=250 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj; object=771 -> monster=250 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj; object=771 -> monster=260 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj	presentation=5/declared=5/scripted=0/other=0	dungeon=21(ownership)	false
